UniProtId,Label,Gene_Name,hgnc_symbol
P59037,reviewed,CU084_HUMAN,CU084
Q7RTT9,reviewed,S29A4_HUMAN,S29A4
P63146,reviewed,UBE2B_HUMAN,UBE2B
A6NK44,reviewed,GLOD5_HUMAN,GLOD5
Q96BJ8,reviewed,ELMO3_HUMAN,ELMO3
Q8N1M1,reviewed,BEST3_HUMAN,BEST3
Q07654,reviewed,TFF3_HUMAN,TFF3
A6NDI0,reviewed,TR49B_HUMAN,TR49B
Q68CK6,reviewed,ACS2B_HUMAN,ACS2B
Q96AP4,reviewed,ZUP1_HUMAN,ZUP1
Q12840,reviewed,KIF5A_HUMAN,KIF5A
P31431,reviewed,SDC4_HUMAN,SDC4
Q92598,reviewed,HS105_HUMAN,HS105
Q969H9,reviewed,DIRC1_HUMAN,DIRC1
P43489,reviewed,TNR4_HUMAN,TNR4
Q6NXP2,reviewed,GAR1A_HUMAN,GAR1A
P36551,reviewed,HEM6_HUMAN,HEM6
Q8NI51,reviewed,CTCFL_HUMAN,CTCFL
P61956,reviewed,SUMO2_HUMAN,SUMO2
Q9GZV3,reviewed,SC5A7_HUMAN,SC5A7
Q9BZD2,reviewed,S29A3_HUMAN,S29A3
Q5VXH5,reviewed,PRAM7_HUMAN,PRAM7
Q9Y6C9,reviewed,MTCH2_HUMAN,MTCH2
Q9H1D0,reviewed,TRPV6_HUMAN,TRPV6
Q4ZJI4,reviewed,SL9B1_HUMAN,SL9B1
Q13542,reviewed,4EBP2_HUMAN,4EBP2
P45378,reviewed,TNNT3_HUMAN,TNNT3
Q05481,reviewed,ZNF91_HUMAN,ZNF91
O43674,reviewed,NDUB5_HUMAN,NDUB5
Q9H0J4,reviewed,QRIC2_HUMAN,QRIC2
Q96HE8,reviewed,TMM80_HUMAN,TMM80
P16383,reviewed,GCFC2_HUMAN,GCFC2
Q86VY9,reviewed,T200A_HUMAN,T200A
Q9GZV4,reviewed,IF5A2_HUMAN,IF5A2
