UniProtId,Label,Gene_Name,hgnc_symbol
Q15744,reviewed,CEBPE_HUMAN,CEBPE
P78368,reviewed,KC1G2_HUMAN,KC1G2
Q8IV35,reviewed,CF337_HUMAN,CF337
Q86YF9,reviewed,DZIP1_HUMAN,DZIP1
Q8NGK5,reviewed,O52M1_HUMAN,O52M1
Q8IXB1,reviewed,DJC10_HUMAN,DJC10
Q96CM4,reviewed,NXNL1_HUMAN,NXNL1
P41221,reviewed,WNT5A_HUMAN,WNT5A
Q96IF1,reviewed,AJUBA_HUMAN,AJUBA
Q96KV7,reviewed,WDR90_HUMAN,WDR90
Q06124,reviewed,PTN11_HUMAN,PTN11
Q96MK3,reviewed,FA20A_HUMAN,FA20A
Q9UBS5,reviewed,GABR1_HUMAN,GABR1
Q13319,reviewed,CD5R2_HUMAN,CD5R2
Q6P2I3,reviewed,FAH2B_HUMAN,FAH2B
Q9Y624,reviewed,JAM1_HUMAN,JAM1
Q9C0D0,reviewed,PHAR1_HUMAN,PHAR1
Q75N03,reviewed,HAKAI_HUMAN,HAKAI
Q8IV36,reviewed,HID1_HUMAN,HID1
O14715,reviewed,RGPD8_HUMAN,RGPD8
Q99445,reviewed,GML_HUMAN,GML
Q8NGK6,reviewed,O52I1_HUMAN,O52I1
Q96CM3,reviewed,RUSD4_HUMAN,RUSD4
P13284,reviewed,GILT_HUMAN,GILT
P41222,reviewed,PTGDS_HUMAN,PTGDS
P0CL84,reviewed,ST3L2_HUMAN,ST3L2
Q9Y333,reviewed,LSM2_HUMAN,LSM2
A0A096LNP1,reviewed,D131B_HUMAN,D131B
Q13519,reviewed,PNOC_HUMAN,PNOC
P81133,reviewed,SIM1_HUMAN,SIM1
Q8N6G5,reviewed,CGAT2_HUMAN,CGAT2
Q96MK2,reviewed,RIPR3_HUMAN,RIPR3
Q99967,reviewed,CITE2_HUMAN,CITE2
P17025,reviewed,ZN182_HUMAN,ZN182
Q9UBS4,reviewed,DJB11_HUMAN,DJB11
Q9Y625,reviewed,GPC6_HUMAN,GPC6
Q15746,reviewed,MYLK_HUMAN,MYLK
A0A1B0GTG8,unreviewed,A0A1B0GTG8_HUMAN,A0A1B0GTG8
Q6ZT77,reviewed,ZN826_HUMAN,ZN826
Q9BWM7,reviewed,SFXN3_HUMAN,SFXN3
Q8IXB3,reviewed,TARG1_HUMAN,TARG1
P41223,reviewed,BUD31_HUMAN,BUD31
P46020,reviewed,KPB1_HUMAN,KPB1
Q5JVG2,reviewed,ZN484_HUMAN,ZN484
P0CL85,reviewed,ST3L3_HUMAN,ST3L3
Q9Y334,reviewed,VWA7_HUMAN,VWA7
Q13516,reviewed,OLIG2_HUMAN,OLIG2
Q8NA19,reviewed,LMBL4_HUMAN,LMBL4
Q99966,reviewed,CITE1_HUMAN,CITE1
Q6PID8,reviewed,KLD10_HUMAN,KLD10
P17024,reviewed,ZNF20_HUMAN,ZNF20
P37288,reviewed,V1AR_HUMAN,V1AR
Q8N3P4,reviewed,VPS8_HUMAN,VPS8
Q9C0D2,reviewed,CE295_HUMAN,CE295
Q8IWF2,reviewed,FXRD2_HUMAN,FXRD2
O14713,reviewed,ITBP1_HUMAN,ITBP1
P0DPA2,reviewed,VSIG8_HUMAN,VSIG8
Q86VD7,reviewed,S2542_HUMAN,S2542
P0CL82,reviewed,GG12I_HUMAN,GG12I
Q00005,reviewed,2ABB_HUMAN,2ABB
Q2NKQ1,reviewed,SGSM1_HUMAN,SGSM1
P13489,reviewed,RINI_HUMAN,RINI
O14939,reviewed,PLD2_HUMAN,PLD2
Q99961,reviewed,SH3G1_HUMAN,SH3G1
P17027,reviewed,ZNF23_HUMAN,ZNF23
P62508,reviewed,ERR3_HUMAN,ERR3
P78364,reviewed,PHC1_HUMAN,PHC1
Q9C0D3,reviewed,ZY11B_HUMAN,ZY11B
Q9UN42,reviewed,AT1B4_HUMAN,AT1B4
Q9BWM5,reviewed,ZN416_HUMAN,ZN416
Q6W2J9,reviewed,BCOR_HUMAN,BCOR
P0CL83,reviewed,ST3L1_HUMAN,ST3L1
Q9Y336,reviewed,SIGL9_HUMAN,SIGL9
Q5QGS0,reviewed,NEXMI_HUMAN,NEXMI
Q14DG7,reviewed,T132B_HUMAN,T132B
Q8N6G6,reviewed,ATL1_HUMAN,ATL1
P17026,reviewed,ZNF22_HUMAN,ZNF22
Q96LM5,reviewed,SMIP2_HUMAN,SMIP2
P15104,reviewed,GLNA_HUMAN,GLNA
Q6P2I7,reviewed,EBLN2_HUMAN,EBLN2
Q15743,reviewed,OGR1_HUMAN,OGR1
P78367,reviewed,NKX32_HUMAN,NKX32
Q9C0D4,reviewed,Z518B_HUMAN,Z518B
Q8IYJ0,reviewed,PIANP_HUMAN,PIANP
P48634,reviewed,PRC2A_HUMAN,PRC2A
Q86VD1,reviewed,MORC1_HUMAN,MORC1
P0CL80,reviewed,GG12F_HUMAN,GG12F
Q9Y337,reviewed,KLK5_HUMAN,KLK5
Q13515,reviewed,BFSP2_HUMAN,BFSP2
Q99963,reviewed,SH3G3_HUMAN,SH3G3
Q9H611,reviewed,PIF1_HUMAN,PIF1
P17021,reviewed,ZNF17_HUMAN,ZNF17
Q9UBS0,reviewed,KS6B2_HUMAN,KS6B2
Q5VVQ6,reviewed,OTU1_HUMAN,OTU1
Q96LM6,reviewed,SMIP9_HUMAN,SMIP9
Q15742,reviewed,NAB2_HUMAN,NAB2
Q9C0D5,reviewed,TANC1_HUMAN,TANC1
O75121,reviewed,MFA3L_HUMAN,MFA3L
Q9BSQ5,reviewed,CCM2_HUMAN,CCM2
Q15669,reviewed,RHOH_HUMAN,RHOH
Q8IYJ1,reviewed,CPNE9_HUMAN,CPNE9
A5PLL1,reviewed,AN34B_HUMAN,AN34B
Q13938,reviewed,CAYP1_HUMAN,CAYP1
P0CL81,reviewed,GG12G_HUMAN,GG12G
Q2M3T9,reviewed,HYAL4_HUMAN,HYAL4
Q6IBS0,reviewed,TWF2_HUMAN,TWF2
O14936,reviewed,CSKP_HUMAN,CSKP
Q99962,reviewed,SH3G2_HUMAN,SH3G2
P17020,reviewed,ZNF16_HUMAN,ZNF16
Q9UBS3,reviewed,DNJB9_HUMAN,DNJB9
A0A1W2PPW3,reviewed,TFKLL_HUMAN,TFKLL
Q5HYK3,reviewed,COQ5_HUMAN,COQ5
Q9C0D6,reviewed,FHDC1_HUMAN,FHDC1
Q01650,reviewed,LAT1_HUMAN,LAT1
Q9NT22,reviewed,EMIL3_HUMAN,EMIL3
Q8IWF6,reviewed,DEN6A_HUMAN,DEN6A
O75396,reviewed,SC22B_HUMAN,SC22B
Q8IYJ2,reviewed,CJ067_HUMAN,CJ067
Q13939,reviewed,CALI_HUMAN,CALI
P68431,reviewed,H31_HUMAN,H31
Q7Z589,reviewed,EMSY_HUMAN,EMSY
P20853,reviewed,CP2A7_HUMAN,CP2A7
Q86V81,reviewed,THOC4_HUMAN,THOC4
P17023,reviewed,ZNF19_HUMAN,ZNF19
P21549,reviewed,AGT1_HUMAN,AGT1
P47712,reviewed,PA24A_HUMAN,PA24A
Q9C0D7,reviewed,ZC12C_HUMAN,ZC12C
O75123,reviewed,ZN623_HUMAN,ZN623
Q8IWF7,reviewed,U2D2L_HUMAN,U2D2L
Q6ZUT9,reviewed,DEN5B_HUMAN,DEN5B
Q8TAF8,reviewed,LHPL5_HUMAN,LHPL5
Q8IYJ3,reviewed,SYTL1_HUMAN,SYTL1
P48637,reviewed,GSHB_HUMAN,GSHB
P14618,reviewed,KPYM_HUMAN,KPYM
Q2Q1W2,reviewed,LIN41_HUMAN,LIN41
Q14442,reviewed,PIGH_HUMAN,PIGH
Q7Z7L8,reviewed,CK096_HUMAN,CK096
Q13510,reviewed,ASAH1_HUMAN,ASAH1
Q9BPZ7,reviewed,SIN1_HUMAN,SIN1
Q8N6G2,reviewed,TEX26_HUMAN,TEX26
P17022,reviewed,ZNF18_HUMAN,ZNF18
Q53FA7,reviewed,QORX_HUMAN,QORX
P78363,reviewed,ABCA4_HUMAN,ABCA4
Q86WB0,reviewed,ZC3C1_HUMAN,ZC3C1
O75122,reviewed,CLAP2_HUMAN,CLAP2
O75394,reviewed,RM33_HUMAN,RM33
P08887,reviewed,IL6RA_HUMAN,IL6RA
Q7Z7L9,reviewed,ZSCA2_HUMAN,ZSCA2
Q8N715,reviewed,CC185_HUMAN,CC185
Q9C099,reviewed,LRCC1_HUMAN,LRCC1
P20851,reviewed,C4BPB_HUMAN,C4BPB
Q96G30,reviewed,MRAP2_HUMAN,MRAP2
Q86XD5,reviewed,F131B_HUMAN,F131B
O14933,reviewed,UB2L6_HUMAN,UB2L6
Q9NPC8,reviewed,SIX2_HUMAN,SIX2
Q9NU63,reviewed,ZFP57_HUMAN,ZFP57
Q9BVI4,reviewed,NOC4L_HUMAN,NOC4L
P47710,reviewed,CASA1_HUMAN,CASA1
P62502,reviewed,LCN6_HUMAN,LCN6
P78362,reviewed,SRPK2_HUMAN,SRPK2
Q86WB7,reviewed,UN93A_HUMAN,UN93A
Q9Y3D5,reviewed,RT18C_HUMAN,RT18C
P14616,reviewed,INSRR_HUMAN,INSRR
Q9UNQ2,reviewed,DIM1_HUMAN,DIM1
Q14444,reviewed,CAPR1_HUMAN,CAPR1
Q9C098,reviewed,DCLK3_HUMAN,DCLK3
Q8WUJ3,reviewed,CEMIP_HUMAN,CEMIP
Q9Y2Z9,reviewed,COQ6_HUMAN,COQ6
Q5HYK7,reviewed,SH319_HUMAN,SH319
Q6ZWE6,reviewed,PKHM3_HUMAN,PKHM3
Q96I15,reviewed,SCLY_HUMAN,SCLY
A0A1W2PPM1,reviewed,CPHXL_HUMAN,CPHXL
Q56P42,reviewed,PYDC2_HUMAN,PYDC2
Q69YN4,reviewed,VIR_HUMAN,VIR
Q9UP95,reviewed,S12A4_HUMAN,S12A4
O43542,reviewed,XRCC3_HUMAN,XRCC3
Q9Y6F8,reviewed,CDY1_HUMAN,CDY1
Q86V85,reviewed,GP180_HUMAN,GP180
Q03052,reviewed,PO3F1_HUMAN,PO3F1
O14931,reviewed,NCTR3_HUMAN,NCTR3
A0A087WSZ0,reviewed,KVD08_HUMAN,KVD08
Q99969,reviewed,RARR2_HUMAN,RARR2
Q8WUJ0,reviewed,STYX_HUMAN,STYX
Q9NPC6,reviewed,MYOZ2_HUMAN,MYOZ2
Q96RI0,reviewed,PAR4_HUMAN,PAR4
P37287,reviewed,PIGA_HUMAN,PIGA
Q9Y597,reviewed,KCTD3_HUMAN,KCTD3
P60893,reviewed,GPR85_HUMAN,GPR85
O75127,reviewed,PTCD1_HUMAN,PTCD1
Q96HT8,reviewed,MR1L1_HUMAN,MR1L1
Q9Y3D7,reviewed,TIM16_HUMAN,TIM16
A6NGZ8,reviewed,SMIM9_HUMAN,SMIM9
A5PLL7,reviewed,PDES1_HUMAN,PDES1
O43543,reviewed,XRCC2_HUMAN,XRCC2
Q8NDV1,reviewed,SIA7C_HUMAN,SIA7C
Q9UNQ0,reviewed,ABCG2_HUMAN,ABCG2
Q9Y6F9,reviewed,WNT6_HUMAN,WNT6
Q9NRS4,reviewed,TMPS4_HUMAN,TMPS4
P52790,reviewed,HXK3_HUMAN,HXK3
Q86V86,reviewed,PIM3_HUMAN,PIM3
Q86XD8,reviewed,ZFAN4_HUMAN,ZFAN4
Q9BPZ3,reviewed,PAIP2_HUMAN,PAIP2
Q16378,reviewed,PROL4_HUMAN,PROL4
Q8WUJ1,reviewed,NEUFC_HUMAN,NEUFC
P82987,reviewed,ATL3_HUMAN,ATL3
Q9NPC7,reviewed,MYNN_HUMAN,MYNN
Q9UBS9,reviewed,SUCO_HUMAN,SUCO
Q96RI1,reviewed,NR1H4_HUMAN,NR1H4
Q5HYK9,reviewed,ZN667_HUMAN,ZN667
Q71F78,reviewed,LCA10_HUMAN,LCA10
Q9Y3D6,reviewed,FIS1_HUMAN,FIS1
O75390,reviewed,CISY_HUMAN,CISY
Q69YN2,reviewed,C19L1_HUMAN,C19L1
A2RUR9,reviewed,C144A_HUMAN,C144A
Q8NDV2,reviewed,GPR26_HUMAN,GPR26
Q86VD9,reviewed,PIGZ_HUMAN,PIGZ
Q9Y6F6,reviewed,IRAG1_HUMAN,IRAG1
Q86V87,reviewed,FHI2B_HUMAN,FHI2B
P51809,reviewed,VAMP7_HUMAN,VAMP7
Q9BPZ2,reviewed,SPI2B_HUMAN,SPI2B
A0A1B0GVS7,reviewed,MDFI2_HUMAN,MDFI2
O15047,reviewed,SET1A_HUMAN,SET1A
P82980,reviewed,RET5_HUMAN,RET5
Q9NPC4,reviewed,A4GAT_HUMAN,A4GAT
P17029,reviewed,ZKSC1_HUMAN,ZKSC1
Q9UBS8,reviewed,RNF14_HUMAN,RNF14
Q9Y2Z4,reviewed,SYYM_HUMAN,SYYM
Q9BVI0,reviewed,PHF20_HUMAN,PHF20
P60891,reviewed,PRPS1_HUMAN,PRPS1
Q6UWW9,reviewed,TM207_HUMAN,TM207
P27216,reviewed,ANX13_HUMAN,ANX13
Q8NF86,reviewed,PRS33_HUMAN,PRS33
O75391,reviewed,SPAG7_HUMAN,SPAG7
P30050,reviewed,RL12_HUMAN,RL12
O43541,reviewed,SMAD6_HUMAN,SMAD6
Q8NDV3,reviewed,SMC1B_HUMAN,SMC1B
Q9NZT1,reviewed,CALL5_HUMAN,CALL5
Q9Y6F7,reviewed,CDY2_HUMAN,CDY2
Q6DKI2,reviewed,LEG9C_HUMAN,LEG9C
Q9NRS6,reviewed,SNX15_HUMAN,SNX15
Q86V88,reviewed,MGDP1_HUMAN,MGDP1
Q8NBF6,reviewed,AVL9_HUMAN,AVL9
P08559,reviewed,ODPA_HUMAN,ODPA
P51808,reviewed,DYLT3_HUMAN,DYLT3
O15040,reviewed,TCPR2_HUMAN,TCPR2
Q9ULS6,reviewed,KCNS2_HUMAN,KCNS2
P17028,reviewed,ZNF24_HUMAN,ZNF24
P51153,reviewed,RAB13_HUMAN,RAB13
Q96A83,reviewed,COQA1_HUMAN,COQA1
Q9Y592,reviewed,CEP83_HUMAN,CEP83
Q6UWW8,reviewed,EST3_HUMAN,EST3
Q6ZUT6,reviewed,CCD9B_HUMAN,CCD9B
Q9Y3D0,reviewed,CIA2B_HUMAN,CIA2B
Q68EN5,reviewed,MACA1_HUMAN,MACA1
Q9C093,reviewed,SPEF2_HUMAN,SPEF2
O15041,reviewed,SEM3E_HUMAN,SEM3E
Q9ULS5,reviewed,TMCC3_HUMAN,TMCC3
Q9NPC2,reviewed,KCNK9_HUMAN,KCNK9
Q9Y2Z2,reviewed,MTO1_HUMAN,MTO1
Q8TCC7,reviewed,S22A8_HUMAN,S22A8
A4D263,reviewed,SMIP7_HUMAN,SMIP7
P54296,reviewed,MYOM2_HUMAN,MYOM2
Q6ZUT1,reviewed,NKAP1_HUMAN,NKAP1
Q9Y3D3,reviewed,RT16_HUMAN,RT16
P25116,reviewed,PAR1_HUMAN,PAR1
O15042,reviewed,SR140_HUMAN,SR140
Q9BZV3,reviewed,IMPG2_HUMAN,IMPG2
Q8N884,reviewed,CGAS_HUMAN,CGAS
Q9NPC3,reviewed,CIP1_HUMAN,CIP1
P51151,reviewed,RAB9A_HUMAN,RAB9A
P55283,reviewed,CADH4_HUMAN,CADH4
Q96I13,reviewed,ABHD8_HUMAN,ABHD8
Q9Y3D2,reviewed,MSRB2_HUMAN,MSRB2
Q08257,reviewed,QOR_HUMAN,QOR
Q9NZT2,reviewed,OGFR_HUMAN,OGFR
Q5T447,reviewed,HECD3_HUMAN,HECD3
Q7Z7L1,reviewed,SLN11_HUMAN,SLN11
Q9C091,reviewed,GRB1L_HUMAN,GRB1L
P11021,reviewed,BIP_HUMAN,BIP
Q6DKI1,reviewed,RL7L_HUMAN,RL7L
P51805,reviewed,PLXA3_HUMAN,PLXA3
P45381,reviewed,ACY2_HUMAN,ACY2
Q9BZV2,reviewed,S19A3_HUMAN,S19A3
Q9Y2Z0,reviewed,SGT1_HUMAN,SGT1
Q92878,reviewed,RAD50_HUMAN,RAD50
Q8NCX0,reviewed,CC150_HUMAN,CC150
Q6ZUT3,reviewed,FRMD7_HUMAN,FRMD7
P04035,reviewed,HMDH_HUMAN,HMDH
Q5VWZ2,reviewed,LYPL1_HUMAN,LYPL1
Q8NDV7,reviewed,TNR6A_HUMAN,TNR6A
P41732,reviewed,TSN7_HUMAN,TSN7
Q8NBF2,reviewed,NHLC2_HUMAN,NHLC2
P42126,reviewed,ECI1_HUMAN,ECI1
Q9BZV1,reviewed,UBXN6_HUMAN,UBXN6
Q9NPC1,reviewed,LT4R2_HUMAN,LT4R2
P51157,reviewed,RAB28_HUMAN,RAB28
Q92879,reviewed,CELF1_HUMAN,CELF1
P11532,reviewed,DMD_HUMAN,DMD
Q5TC79,reviewed,ZBT37_HUMAN,ZBT37
Q9BUQ8,reviewed,DDX23_HUMAN,DDX23
A8MXY4,reviewed,ZNF99_HUMAN,ZNF99
P47813,reviewed,IF1AX_HUMAN,IF1AX
Q7Z7L7,reviewed,ZER1_HUMAN,ZER1
Q6DKI7,reviewed,PVRIG_HUMAN,PVRIG
P52797,reviewed,EFNA3_HUMAN,EFNA3
Q5W5X9,reviewed,TTC23_HUMAN,TTC23
P42127,reviewed,ASIP_HUMAN,ASIP
Q9UJ37,reviewed,SIA7B_HUMAN,SIA7B
Q8N883,reviewed,ZN614_HUMAN,ZN614
Q9H343,reviewed,O51I1_HUMAN,O51I1
Q96RI8,reviewed,TAAR6_HUMAN,TAAR6
Q96A84,reviewed,EMID1_HUMAN,EMID1
A0A286YF18,reviewed,SMI44_HUMAN,SMI44
A0A0D9SF12,reviewed,CC163_HUMAN,CC163
Q92876,reviewed,KLK6_HUMAN,KLK6
Q8TCC3,reviewed,RM30_HUMAN,RM30
Q05682,reviewed,CALD1_HUMAN,CALD1
Q96KF2,reviewed,PRAC1_HUMAN,PRAC1
Q5T440,reviewed,CAF17_HUMAN,CAF17
Q2M3D2,reviewed,EX3L2_HUMAN,EX3L2
Q9Y6F1,reviewed,PARP3_HUMAN,PARP3
P52798,reviewed,EFNA4_HUMAN,EFNA4
Q9H340,reviewed,O51B6_HUMAN,O51B6
Q96RI9,reviewed,TAAR9_HUMAN,TAAR9
Q96NM4,reviewed,TOX2_HUMAN,TOX2
P55287,reviewed,CAD11_HUMAN,CAD11
Q9BRX5,reviewed,PSF3_HUMAN,PSF3
O60268,reviewed,K0513_HUMAN,K0513
O75398,reviewed,DEAF1_HUMAN,DEAF1
O43548,reviewed,TGM5_HUMAN,TGM5
P12259,reviewed,FA5_HUMAN,FA5
P52799,reviewed,EFNB2_HUMAN,EFNB2
Q8NBF1,reviewed,GLIS1_HUMAN,GLIS1
A6NFU0,reviewed,F187A_HUMAN,F187A
P51801,reviewed,CLCKB_HUMAN,CLCKB
Q9H341,reviewed,O51M1_HUMAN,O51M1
Q7L099,reviewed,RUFY3_HUMAN,RUFY3
Q92874,reviewed,DNSL2_HUMAN,DNSL2
Q5T5Y3,reviewed,CAMP1_HUMAN,CAMP1
P55286,reviewed,CADH8_HUMAN,CADH8
Q9Y3D9,reviewed,RT23_HUMAN,RT23
O60269,reviewed,GRIN2_HUMAN,GRIN2
Q96C19,reviewed,EFHD2_HUMAN,EFHD2
Q5T442,reviewed,CXG2_HUMAN,CXG2
Q9H6A9,reviewed,PCX3_HUMAN,PCX3
P51800,reviewed,CLCKA_HUMAN,CLCKA
Q9H346,reviewed,O52D1_HUMAN,O52D1
A0A075B6S9,reviewed,KV137_HUMAN,KV137
Q7L5N1,reviewed,CSN6_HUMAN,CSN6
Q6UWW0,reviewed,LCN15_HUMAN,LCN15
P55285,reviewed,CADH6_HUMAN,CADH6
Q76KX8,reviewed,ZN534_HUMAN,ZN534
Q9H3H9,reviewed,TCAL2_HUMAN,TCAL2
Q9Y3D8,reviewed,KAD6_HUMAN,KAD6
Q8IZN3,reviewed,ZDH14_HUMAN,ZDH14
Q08AM6,reviewed,VAC14_HUMAN,VAC14
P01920,reviewed,DQB1_HUMAN,DQB1
P0DJH9,reviewed,RD3L_HUMAN,RD3L
Q9NXS2,reviewed,QPCTL_HUMAN,QPCTL
O15049,reviewed,N4BP3_HUMAN,N4BP3
Q9H347,reviewed,UBQL3_HUMAN,UBQL3
O95229,reviewed,ZWINT_HUMAN,ZWINT
Q9UMX3,reviewed,BOK_HUMAN,BOK
Q9H227,reviewed,GBA3_HUMAN,GBA3
Q9NXS3,reviewed,KLH28_HUMAN,KLH28
Q9H344,reviewed,O51I2_HUMAN,O51I2
P51159,reviewed,RB27A_HUMAN,RB27A
P60763,reviewed,RAC3_HUMAN,RAC3
Q0P5N6,reviewed,ARL16_HUMAN,ARL16
Q9BXX3,reviewed,AN30A_HUMAN,AN30A
Q86YV9,reviewed,HPS6_HUMAN,HPS6
Q9UMX2,reviewed,OAZ3_HUMAN,OAZ3
Q5U5Z8,reviewed,CBPC2_HUMAN,CBPC2
Q96KF7,reviewed,SMIM8_HUMAN,SMIM8
A0AVT1,reviewed,UBA6_HUMAN,UBA6
Q5TA45,reviewed,INT11_HUMAN,INT11
Q92870,reviewed,APBB2_HUMAN,APBB2
Q9BXX2,reviewed,AN30B_HUMAN,AN30B
O14599,reviewed,VCY2_HUMAN,VCY2
Q16740,reviewed,CLPP_HUMAN,CLPP
Q6UY09,reviewed,CEA20_HUMAN,CEA20
Q9UMX1,reviewed,SUFU_HUMAN,SUFU
Q99698,reviewed,LYST_HUMAN,LYST
Q9UKZ9,reviewed,PCOC2_HUMAN,PCOC2
Q9H221,reviewed,ABCG8_HUMAN,ABCG8
O75533,reviewed,SF3B1_HUMAN,SF3B1
Q92871,reviewed,PMM1_HUMAN,PMM1
P55289,reviewed,CAD12_HUMAN,CAD12
Q9H3H5,reviewed,GPT_HUMAN,GPT
A0A0U1RQE8,reviewed,GLYLB_HUMAN,GLYLB
O14598,reviewed,VCY1_HUMAN,VCY1
Q9UMX0,reviewed,UBQL1_HUMAN,UBQL1
O00338,reviewed,ST1C2_HUMAN,ST1C2
Q53EU6,reviewed,GPAT3_HUMAN,GPAT3
Q8IZN7,reviewed,D107A_HUMAN,D107A
Q99697,reviewed,PITX2_HUMAN,PITX2
Q8N4J0,reviewed,CARME_HUMAN,CARME
A0A2R8YFL7,reviewed,OSP4A_HUMAN,OSP4A
O75530,reviewed,EED_HUMAN,EED
Q8IX07,reviewed,FOG1_HUMAN,FOG1
Q9NX70,reviewed,MED29_HUMAN,MED29
A0A075B6S2,reviewed,KVD29_HUMAN,KVD29
Q9BQ04,reviewed,RBM4B_HUMAN,RBM4B
Q8WV19,reviewed,SFT2A_HUMAN,SFT2A
Q9BXX0,reviewed,EMIL2_HUMAN,EMIL2
Q9BRX2,reviewed,PELO_HUMAN,PELO
Q53F39,reviewed,MPPE1_HUMAN,MPPE1
O15273,reviewed,TELT_HUMAN,TELT
O95104,reviewed,SCAF4_HUMAN,SCAF4
O00339,reviewed,MATN2_HUMAN,MATN2
P01040,reviewed,CYTA_HUMAN,CYTA
P0DPK4,reviewed,NT2NC_HUMAN,NT2NC
Q9H223,reviewed,EHD4_HUMAN,EHD4
Q17RF5,reviewed,ODAPH_HUMAN,ODAPH
O00270,reviewed,GPR31_HUMAN,GPR31
O75531,reviewed,BAF_HUMAN,BAF
P43363,reviewed,MAGAA_HUMAN,MAGAA
Q66K80,reviewed,RUAS1_HUMAN,RUAS1
Q8IX06,reviewed,GOR_HUMAN,GOR
Q8N888,reviewed,BCOR2_HUMAN,BCOR2
Q7L5N7,reviewed,PCAT2_HUMAN,PCAT2
Q03591,reviewed,FHR1_HUMAN,FHR1
P80370,reviewed,DLK1_HUMAN,DLK1
Q86W67,reviewed,F228A_HUMAN,F228A
Q9H3H3,reviewed,CK068_HUMAN,CK068
Q9UMX6,reviewed,GUC1B_HUMAN,GUC1B
B2RUY7,reviewed,VWC2L_HUMAN,VWC2L
Q29RF7,reviewed,PDS5A_HUMAN,PDS5A
O60260,reviewed,PRKN_HUMAN,PRKN
Q96C12,reviewed,ARMC5_HUMAN,ARMC5
P0DPK5,reviewed,H3Y2_HUMAN,H3Y2
Q9NUX5,reviewed,POTE1_HUMAN,POTE1
Q9H222,reviewed,ABCG5_HUMAN,ABCG5
Q6ZNH5,reviewed,ZN497_HUMAN,ZN497
Q7L266,reviewed,ASGL1_HUMAN,ASGL1
O00273,reviewed,DFFA_HUMAN,DFFA
Q9H6A0,reviewed,DEN2D_HUMAN,DEN2D
P43362,reviewed,MAGA9_HUMAN,MAGA9
A6NFU8,reviewed,PGPIL_HUMAN,PGPIL
Q8IX05,reviewed,CD302_HUMAN,CD302
A0A183,reviewed,LCE6A_HUMAN,LCE6A
Q9NX76,reviewed,CKLF6_HUMAN,CKLF6
Q9Y4C2,reviewed,TCAF1_HUMAN,TCAF1
P78527,reviewed,PRKDC_HUMAN,PRKDC
Q9UMX5,reviewed,NENF_HUMAN,NENF
Q09666,reviewed,AHNK_HUMAN,AHNK
Q9HBG6,reviewed,IF122_HUMAN,IF122
Q9H2V7,reviewed,SPNS1_HUMAN,SPNS1
Q96C11,reviewed,FGGY_HUMAN,FGGY
P01042,reviewed,KNG1_HUMAN,KNG1
P0DPK2,reviewed,H3Y1_HUMAN,H3Y1
P43361,reviewed,MAGA8_HUMAN,MAGA8
Q13261,reviewed,I15RA_HUMAN,I15RA
Q8IX04,reviewed,UEVLD_HUMAN,UEVLD
E7EW31,reviewed,PROB1_HUMAN,PROB1
Q8WWW8,reviewed,GAB3_HUMAN,GAB3
Q9Y4C1,reviewed,KDM3A_HUMAN,KDM3A
P99999,reviewed,CYC_HUMAN,CYC
Q9H7M6,reviewed,ZSWM4_HUMAN,ZSWM4
Q9H3H1,reviewed,MOD5_HUMAN,MOD5
O15270,reviewed,SPTC2_HUMAN,SPTC2
O60262,reviewed,GBG7_HUMAN,GBG7
Q9HBG7,reviewed,LY9_HUMAN,LY9
Q5HY98,reviewed,ZN766_HUMAN,ZN766
P48029,reviewed,SC6A8_HUMAN,SC6A8
Q96C10,reviewed,DHX58_HUMAN,DHX58
P0DPK3,reviewed,NT2NB_HUMAN,NT2NB
Q9UKZ4,reviewed,TEN1_HUMAN,TEN1
Q8N6W0,reviewed,CELF5_HUMAN,CELF5
Q8TC44,reviewed,POC1B_HUMAN,POC1B
P17405,reviewed,ASM_HUMAN,ASM
O75534,reviewed,CSDE1_HUMAN,CSDE1
Q04760,reviewed,LGUL_HUMAN,LGUL
P43360,reviewed,MAGA6_HUMAN,MAGA6
Q96RY7,reviewed,IF140_HUMAN,IF140
P27487,reviewed,DPP4_HUMAN,DPP4
Q8IX03,reviewed,KIBRA_HUMAN,KIBRA
Q9NX74,reviewed,DUS2L_HUMAN,DUS2L
A0A075B6S6,reviewed,KVD30_HUMAN,KVD30
Q9Y4C0,reviewed,NRX3A_HUMAN,NRX3A
Q8WV15,reviewed,T255B_HUMAN,T255B
O95221,reviewed,OR5F1_HUMAN,OR5F1
Q9H7M9,reviewed,VISTA_HUMAN,VISTA
Q5JX71,reviewed,F209A_HUMAN,F209A
O75643,reviewed,U520_HUMAN,U520
Q9HBG4,reviewed,VPP4_HUMAN,VPP4
Q6P4H8,reviewed,ACKMT_HUMAN,ACKMT
A0A1W2PQ73,reviewed,ERFL_HUMAN,ERFL
P29074,reviewed,PTN4_HUMAN,PTN4
Q9UQK1,reviewed,PPR3C_HUMAN,PPR3C
O95707,reviewed,RPP29_HUMAN,RPP29
Q13263,reviewed,TIF1B_HUMAN,TIF1B
Q9H093,reviewed,NUAK2_HUMAN,NUAK2
P34820,reviewed,BMP8B_HUMAN,BMP8B
Q8WV16,reviewed,DCAF4_HUMAN,DCAF4
P78524,reviewed,DEN2B_HUMAN,DEN2B
Q96DC8,reviewed,ECHD3_HUMAN,ECHD3
