| Rank |                                                                                        Drug Name                                                                                        | Target Name | Binding Score |
| 184  |                                                                                        Velusetrag                                                                                       |    NLRP3    |      7.50     |
| 185  |                                                                                        Topotecan                                                                                        |    NLRP3    |      7.49     |
| 186  |                                                        3-({4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL}AMINO)BENZAMIDE                                                       |     ZBP1    |      7.49     |
| 187  |                                                                                        Amprenavir                                                                                       |     ZBP1    |      7.48     |
| 188  |                                                                                       Drostanolone                                                                                      |     ZBP1    |      7.48     |
| 189  |                                                                                      Bremelanotide                                                                                      |     ZBP1    |      7.48     |
| 190  |                                                                                         Etizolam                                                                                        |     ZBP1    |      7.48     |
| 191  |               1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)              |     ZBP1    |      7.48     |
| 192  |                                                                                        Zosuquidar                                                                                       |     ZBP1    |      7.48     |
| 193  |                                                                                        Sulpiride                                                                                        |    NLRP3    |      7.48     |
| 194  |                                                                                        Bupranolol                                                                                       |    NLRP3    |      7.48     |
| 195  |                                                                                        Navitoclax                                                                                       |    NLRP3    |      7.48     |
| 196  |                                                       7-[4-(Dimethylamino)Phenyl]-N-Hydroxy-4,6-Dimethyl-7-Oxo-2,4-Heptadienamide                                                       |     ZBP1    |      7.48     |
| 197  |                                                                                       Elocalcitol                                                                                       |     ZBP1    |      7.47     |
| 198  |                                                                                       Seocalcitol                                                                                       |    NLRP3    |      7.47     |
| 199  |                                                                                         Nabilone                                                                                        |    NLRP3    |      7.47     |
