| Rank |                                                                                        Drug Name                                                                                        | Target Name | Binding Score |
| 107  |                                              N-HYDROXY-2(R)-[[(4-METHOXYPHENYL)SULFONYL](3-PICOLYL)AMINO]-3-METHYLBUTANAMIDE HYDROCHLORIDE                                              |    NLRP3    |      6.68     |
| 108  |                                              N-HYDROXY-2(R)-[[(4-METHOXYPHENYL)SULFONYL](3-PICOLYL)AMINO]-3-METHYLBUTANAMIDE HYDROCHLORIDE                                              |     ZBP1    |      6.68     |
| 109  |                                                                     N-(4-sulfamoylphenyl)-1H-indazole-3-carboxamide                                                                     |    NLRP3    |      6.68     |
| 110  |                                                                   2-(1,3-thiazol-4-yl)-1H-benzimidazole-5-sulfonamide                                                                   |    NLRP3    |      6.67     |
| 111  |                                                N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester                                               |    NLRP3    |      6.67     |
| 112  |                                                  2-{4-[4-(4-Chloro-Phenoxy)-Benzenesulfonyl]-Tetrahydro-Pyran-4-Yl}-N-Hydroxy-Acetamide                                                 |     ZBP1    |      6.66     |
| 113  |                                  N-[(2S)-4-Methyl-1-oxo-1-{[(4S)-3-oxo-1-(2-pyridinylsulfonyl)-4-azepanyl]amino}-2-pentanyl]-1-benzofuran-2-carboxamide                                 |    NLRP3    |      6.66     |
| 114  |                                                                                   Acetyl sulfisoxazole                                                                                  |    NLRP3    |      6.66     |
| 115  |                                                                              N-Benzyl-4-Sulfamoyl-Benzamide                                                                             |    NLRP3    |      6.66     |
| 116  |                                                                   O6-CYCLOHEXYLMETHOXY-2-(4'-SULPHAMOYLANILINO) PURINE                                                                  |    NLRP3    |      6.66     |
| 117  |                                        4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE                                       |    NLRP3    |      6.66     |
| 118  |                                                                                         Mersalyl                                                                                        |    NLRP3    |      6.66     |
| 119  |                                                              3-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)-BENZENESULFONAMIDE                                                              |    NLRP3    |      6.65     |
| 120  |                                                                                   Acetyl sulfisoxazole                                                                                  |     ZBP1    |      6.65     |
| 121  |                                                                                        Parecoxib                                                                                        |     ZBP1    |      6.65     |
| 122  |                                                                                      Alsterpaullone                                                                                     |    NLRP3    |      6.65     |
| 123  |                                                              N-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}-5-methyl-D-tryptophan                                                             |    NLRP3    |      6.65     |
| 124  |                                                                                        LY-517717                                                                                        |    NLRP3    |      6.64     |
| 125  |                                                                                    Benzoylformic Acid                                                                                   |    NLRP3    |      6.64     |
| 126  |                                                       N-HYDROXY-2-[4-(4-PHENOXY-BENZENESULFONYL)-TETRAHYDRO-PYRAN-4-YL]-ACETAMIDE                                                       |    NLRP3    |      6.64     |
| 127  |                                                                         N-[(4-methoxyphenyl)sulfonyl]-D-alanine                                                                         |    NLRP3    |      6.64     |
| 128  |                                                                        N-(2-Flouro-Benzyl)-4-Sulfamoyl-Benzamide                                                                        |    NLRP3    |      6.64     |
| 129  |                                                                                        LY-517717                                                                                        |     ZBP1    |      6.63     |
